Geo_Code,2031 Population Growth Rate with income 20% or under of area median household income (AMHI),2031 Population Trend with income 20% or under of area median household income (AMHI),2031 Population Growth Rate with income 21% to 50% of AMHI,2031 Population Trend with income 21% to 50% of AMHI,2031 Population Growth Rate with income 51% to 80% of AMHI,2031 Population Trend with income 51% to 80% of AMHI,2031 Population Growth Rate with income 81% to 120% of AMHI,2031 Population Trend with income 81% to 120% of AMHI,2031 Population Growth Rate with income 121% or over of AMHI,2031 Population Trend with income 121% or over of AMHI,2031 Population Growth Rate 1pp HH,2031 Population Trend 1pp HH,2031 Population Growth Rate 2pp HH,2031 Population Trend 2pp HH,2031 Population Growth Rate 3pp HH,2031 Population Trend 3pp HH,2031 Population Growth Rate 4pp HH,2031 Population Trend 4pp HH,2031 Population Growth Rate 5pp HH,2031 Population Trend 5pp HH
2474,0.304761905,391.4285714,0.305155355,5370.714286,0.30981417,6444.285714,0.284970883,7407.857143,0.302820157,12077.14286,0.379908267,8810.714286,0.314386912,11132.85714,0.243223443,4848.571429,0.223410138,4740.714286,0.239604776,2150.714286
2475,-0.165986395,875.7142857,0.25552458,13189.28571,0.20382843,14554.28571,0.199236298,15254.28571,0.203132806,29242.14286,0.25573818,24775.71429,0.212638241,26550.71429,0.127193358,9406.428571,0.12244898,7857.142857,0.225401121,4527.857143
2476,-0.355555556,145,0.130007559,3203.571429,0.097478992,3265,0.204379562,4125,0.114645386,7083.571429,0.219721871,6891.428571,0.141574344,6992.142857,0.058394161,2175,-0.202474691,1012.857143,0.061938062,759.2857143
2477,-0.60591133,114.2857143,0.213935574,4952.857143,0.176138148,5351.428571,0.129237288,5330,0.177209443,11112.85714,0.23862589,10559.28571,0.160324708,11435,0.013043478,2330,0.046332046,1742.142857,0.089407191,800.7142857
2478,-0.552058111,132.1428571,0.17831074,4842.857143,0.132149901,5740,0.086439449,5350.714286,0.157086503,11732.85714,0.241921995,11667.85714,0.126468455,11095.71429,-0.053644315,2318.571429,-0.078125,1770,0.01242236,931.4285714
2479,-0.697802198,78.57142857,0.083802989,3159.285714,0.12148793,4048.571429,0.00280112,3580,0.108539505,7937.142857,0.201668092,8027.142857,0.098481088,7903.571429,-0.227106227,1356.428571,-0.191200435,1063.571429,-0.186335404,467.8571429
2480,-0.955357143,7.142857143,0.12244898,2042.857143,0.182042579,2736.428571,0.018490904,2439.285714,0.098598204,4982.142857,0.174949569,4576.428571,0.098712446,5120,-0.080586081,1075.714286,-0.104454685,832.8571429,0.048040455,592.1428571
2481,-0.154972236,2391.428571,0.13104025,22219.28571,0.173808547,28605.71429,0.135918811,31340,0.14338789,56935,0.231561739,51657.85714,0.131141892,46897.14286,0.01723227,17877.85714,0.026103465,15442.85714,0.172125436,9611.428571
2482,-0.040816327,705,0.13901919,3815.714286,0.167247387,4307.142857,0.160569106,5710,0.158929694,9219.285714,0.165168165,4998.571429,0.187846342,9033.571429,0.104856736,3883.571429,0.104489796,3865.714286,0.139975298,1977.857143
2483,-0.534562212,72.14285714,0.040816327,1639.285714,0.109422492,2085.714286,0.034161491,1902.857143,0.046132972,3855,0.147753885,3850.714286,0.095110259,4079.285714,-0.140786749,889.2857143,-0.3126294,474.2857143,-0.221748401,260.7142857
2484,-6.93E-14,105,0.026604974,1267.857143,0.064316636,1229.285714,0.075013789,1392.142857,0.027005131,2716.428571,0.160597572,2663.571429,0.072039072,2508.571429,-0.184084372,607.8571429,-0.046153846,620,-0.215167549,317.8571429
2485,0,0,-0.015672092,1166.428571,0.092497431,1518.571429,-0.012745619,1327.857143,0.011070111,2740,0.120082816,2705,0.04462585,2742.142857,-0.279635258,507.8571429,-0.239256678,467.8571429,-0.095238095,339.2857143
2486,-0.241758242,246.4285714,0.008634223,3671.428571,0.143235072,4321.428571,0.064182195,3671.428571,0.071971067,8468.571429,0.124125154,7801.428571,0.095028781,7473.571429,-0.048961884,2192.142857,-0.072135785,1874.285714,0.041636755,1036.428571
2487,-0.878306878,16.42857143,0.0881021,1887.857143,0.07822149,1870.714286,-0.078510724,1626.428571,0.059863946,3895,0.128708352,3532.857143,0.065063649,3765,-0.135493373,838.5714286,-0.25433526,645,-0.062909567,510.7142857
