Geography,Aboriginal household status-Total - Private households by tenure including presence of mortgage payments and subsidized housing-Households with income 20% or under of area median household income (AMHI)-Households examined for core housing need,Aboriginal household status-Total - Private households by tenure including presence of mortgage payments and subsidized housing-Households with income 20% or under of area median household income (AMHI)-Households in core housing need,Aboriginal household status-Total - Private households by tenure including presence of mortgage payments and subsidized housing-Households with income 21% to 50% of AMHI-Households examined for core housing need,Aboriginal household status-Total - Private households by tenure including presence of mortgage payments and subsidized housing-Households with income 21% to 50% of AMHI-Households in core housing need,Aboriginal household status-Total - Private households by tenure including presence of mortgage payments and subsidized housing-Households with income 51% to 80% of AMHI-Households examined for core housing need,Aboriginal household status-Total - Private households by tenure including presence of mortgage payments and subsidized housing-Households with income 51% to 80% of AMHI-Households in core housing need,Aboriginal household status-Total - Private households by tenure including presence of mortgage payments and subsidized housing-Households with income 81% to 120% of AMHI-Households examined for core housing need,Aboriginal household status-Total - Private households by tenure including presence of mortgage payments and subsidized housing-Households with income 81% to 120% of AMHI-Households in core housing need,Aboriginal household status-Total - Private households by tenure including presence of mortgage payments and subsidized housing-Households with income 121% or more of AMHI-Households examined for core housing need,Aboriginal household status-Total - Private households by tenure including presence of mortgage payments and subsidized housing-Households with income 121% or more of AMHI-Households in core housing need,Aboriginal household status-1 person-Households with income 20% or under of area median household income (AMHI)-Households examined for core housing need,Aboriginal household status-1 person-Households with income 20% or under of area median household income (AMHI)-Households in core housing need,Aboriginal household status-1 person-Households with income 21% to 50% of AMHI-Households examined for core housing need,Aboriginal household status-1 person-Households with income 21% to 50% of AMHI-Households in core housing need,Aboriginal household status-1 person-Households with income 51% to 80% of AMHI-Households examined for core housing need,Aboriginal household status-1 person-Households with income 51% to 80% of AMHI-Households in core housing need,Aboriginal household status-1 person-Households with income 81% to 120% of AMHI-Households examined for core housing need,Aboriginal household status-1 person-Households with income 81% to 120% of AMHI-Households in core housing need,Aboriginal household status-1 person-Households with income 121% or more of AMHI-Households examined for core housing need,Aboriginal household status-1 person-Households with income 121% or more of AMHI-Households in core housing need,Aboriginal household status-2 persons-Households with income 20% or under of area median household income (AMHI)-Households examined for core housing need,Aboriginal household status-2 persons-Households with income 20% or under of area median household income (AMHI)-Households in core housing need,Aboriginal household status-2 persons-Households with income 21% to 50% of AMHI-Households examined for core housing need,Aboriginal household status-2 persons-Households with income 21% to 50% of AMHI-Households in core housing need,Aboriginal household status-2 persons-Households with income 51% to 80% of AMHI-Households examined for core housing need,Aboriginal household status-2 persons-Households with income 51% to 80% of AMHI-Households in core housing need,Aboriginal household status-2 persons-Households with income 81% to 120% of AMHI-Households examined for core housing need,Aboriginal household status-2 persons-Households with income 81% to 120% of AMHI-Households in core housing need,Aboriginal household status-2 persons-Households with income 121% or more of AMHI-Households examined for core housing need,Aboriginal household status-2 persons-Households with income 121% or more of AMHI-Households in core housing need,Aboriginal household status-3 persons-Households with income 20% or under of area median household income (AMHI)-Households examined for core housing need,Aboriginal household status-3 persons-Households with income 20% or under of area median household income (AMHI)-Households in core housing need,Aboriginal household status-3 persons-Households with income 21% to 50% of AMHI-Households examined for core housing need,Aboriginal household status-3 persons-Households with income 21% to 50% of AMHI-Households in core housing need,Aboriginal household status-3 persons-Households with income 51% to 80% of AMHI-Households examined for core housing need,Aboriginal household status-3 persons-Households with income 51% to 80% of AMHI-Households in core housing need,Aboriginal household status-3 persons-Households with income 81% to 120% of AMHI-Households examined for core housing need,Aboriginal household status-3 persons-Households with income 81% to 120% of AMHI-Households in core housing need,Aboriginal household status-3 persons-Households with income 121% or more of AMHI-Households examined for core housing need,Aboriginal household status-3 persons-Households with income 121% or more of AMHI-Households in core housing need,Aboriginal household status-4 persons-Households with income 20% or under of area median household income (AMHI)-Households examined for core housing need,Aboriginal household status-4 persons-Households with income 20% or under of area median household income (AMHI)-Households in core housing need,Aboriginal household status-4 persons-Households with income 21% to 50% of AMHI-Households examined for core housing need,Aboriginal household status-4 persons-Households with income 21% to 50% of AMHI-Households in core housing need,Aboriginal household status-4 persons-Households with income 51% to 80% of AMHI-Households examined for core housing need,Aboriginal household status-4 persons-Households with income 51% to 80% of AMHI-Households in core housing need,Aboriginal household status-4 persons-Households with income 81% to 120% of AMHI-Households examined for core housing need,Aboriginal household status-4 persons-Households with income 81% to 120% of AMHI-Households in core housing need,Aboriginal household status-4 persons-Households with income 121% or more of AMHI-Households examined for core housing need,Aboriginal household status-4 persons-Households with income 121% or more of AMHI-Households in core housing need,Aboriginal household status-5 or more persons household-Households with income 20% or under of area median household income (AMHI)-Households examined for core housing need,Aboriginal household status-5 or more persons household-Households with income 20% or under of area median household income (AMHI)-Households in core housing need,Aboriginal household status-5 or more persons household-Households with income 21% to 50% of AMHI-Households examined for core housing need,Aboriginal household status-5 or more persons household-Households with income 21% to 50% of AMHI-Households in core housing need,Aboriginal household status-5 or more persons household-Households with income 51% to 80% of AMHI-Households examined for core housing need,Aboriginal household status-5 or more persons household-Households with income 51% to 80% of AMHI-Households in core housing need,Aboriginal household status-5 or more persons household-Households with income 81% to 120% of AMHI-Households examined for core housing need,Aboriginal household status-5 or more persons household-Households with income 81% to 120% of AMHI-Households in core housing need,Aboriginal household status-5 or more persons household-Households with income 121% or more of AMHI-Households examined for core housing need,Aboriginal household status-5 or more persons household-Households with income 121% or more of AMHI-Households in core housing need,Percent HH with income 20% or under of AMHI in core housing need,Percent HH with income 21% to 50% of AMHI in core housing need,Percent HH with income 51% to 80% of AMHI in core housing need,Percent HH with income 81% to 120% of AMHI in core housing need,Percent HH with income 121% or more of AMHI in core housing need,Per HH with income 20% or under of AMHI in core housing need that are 1 person HH,Per HH with income 20% or under of AMHI in core housing need that are 2 person HH,Per HH with income 20% or under of AMHI in core housing need that are 3 person HH,Per HH with income 20% or under of AMHI in core housing need that are 4 person HH,Per HH with income 20% or under of AMHI in core housing need that are 5 or more person HH,Per HH with income 21% to 50% of AMHI in core housing need that are 1 person HH,Per HH with income 21% to 50% of AMHI in core housing need that are 2 person HH,Per HH with income 21% to 50% of AMHI in core housing need that are 3 person HH,Per HH with income 21% to 50% of AMHI in core housing need that are 4 person HH,Per HH with income 21% to 50% of AMHI in core housing need that are 5 or more person HH,Per HH with income 51% to 80% of AMHI in core housing need that are 1 person HH,Per HH with income 51% to 80% of AMHI in core housing need that are 2 person HH,Per HH with income 51% to 80% of AMHI in core housing need that are 3 person HH,Per HH with income 51% to 80% of AMHI in core housing need that are 4 person HH,Per HH with income 51% to 80% of AMHI in core housing need that are 5 or more person HH,Per HH with income 81% to 120% of AMHI in core housing need that are 1 person HH,Per HH with income 81% to 120% of AMHI in core housing need that are 2 person HH,Per HH with income 81% to 120% of AMHI in core housing need that are 3 person HH,Per HH with income 81% to 120% of AMHI in core housing need that are 4 person HH,Per HH with income 81% to 120% of AMHI in core housing need that are 5 or more person HH,Per HH with income 121% or more of AMHI in core housing need that are 1 person HH,Per HH with income 121% or more of AMHI in core housing need that are 2 person HH,Per HH with income 121% or more of AMHI in core housing need that are 3 person HH,Per HH with income 121% or more of AMHI in core housing need that are 4 person HH,Per HH with income 121% or more of AMHI in core housing need that are 5 or more person HH,Percent of Total HH that are in Very Low Income,Percent of Total HH that are in Low Income,Percent of Total HH that are in Moderate Income,Percent of Total HH that are in Median Income,Percent of Total HH that are in High Income
"Thompson-Nicola A (CSD, BC)",0,0,0,0,0,0,20,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.411764706,0.258064516,0,0,,,,,,1,0,0,0,0,0.428571429,0.571428571,0,0,0,,,,,,,,,,,0,0.129770992,0.236641221,0.236641221,0.396946565
"Thompson-Nicola B (CSD, BC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thompson-Nicola O (CSD, BC)",0,0,0,0,0,0,20,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.375,0.28,0.230769231,0,,,,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0,0.136752137,0.213675214,0.222222222,0.427350427
"Barriere DM (CSD, BC)",0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.206896552,0.416666667,0.085714286,0,,,,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0,0.198630137,0.164383562,0.239726027,0.397260274
"Kelowna CY (CSD, BC)",0,0,715,360,875,70,950,0,1665,0,0,0,400,170,200,0,85,0,40,0,0,0,245,140,490,40,475,0,550,0,0,0,50,35,120,15,195,0,400,0,0,0,15,0,45,0,125,0,400,0,0,0,0,0,20,0,70,0,280,0,0.711864407,0.434034417,0.052956752,0,0,0.865853659,0.134146341,0,0,0,0.665198238,0.252202643,0.058370044,0.018722467,0.005506608,0,0.462184874,0.344537815,0.12605042,0.067226891,,,,,,,,,,,0.00987861,0.17513604,0.189702805,0.216743407,0.408539138
"Central Okanagan RDA (CSD, BC)",0,0,0,0,40,0,40,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,0.666666667,0.214285714,0,0,0,1,0,0,0,0,0.625,0.375,0,0,0,,,,,,,,,,,,,,,,0.018237082,0.170212766,0.200607903,0.246200608,0.364741641
"Lake Country DM (CSD, BC)",0,0,70,45,75,0,115,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,45,0,55,0,55,0,0,0,0,0,0,0,15,0,20,0,0,0,0,0,15,0,20,0,45,0,0,0,0,0,0,0,0,0,55,0,0.56,0.365079365,0,0,0,0.769230769,0.230769231,0,0,0,0.4,0.442857143,0.1,0.057142857,0,,,,,,,,,,,,,,,,0.021079258,0.159359191,0.190556492,0.221753794,0.407251265
"Peachland DM (CSD, BC)",0,0,20,0,30,0,40,0,60,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.460674157,0.028846154,0,0,,,,,,0.875,0.125,0,0,0,,,,,,,,,,,,,,,,0.011363636,0.168560606,0.196969697,0.244318182,0.378787879
"Central Okanagan West RDA (CSD, BC)",0,0,25,0,0,0,40,0,65,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.473684211,0,0,0,,,,,,0.647058824,0.352941176,0,0,0,,,,,,,,,,,,,,,,0.032128514,0.152610442,0.18875502,0.220883534,0.40562249
"West Kelowna CY (CSD, BC)",0,0,135,55,220,0,225,0,480,0,0,0,35,0,40,0,0,0,0,0,0,0,60,35,120,0,110,0,130,0,0,0,35,0,30,0,60,0,120,0,0,0,0,0,20,0,25,0,140,0,0,0,0,0,0,0,30,0,80,0,0.76744186,0.278177458,0.014814815,0,0,1,0,0,0,0,0.403508772,0.412280702,0.140350877,0.043859649,0,0,0,0.375,0,0.625,,,,,,,,,,,0.015832106,0.15353461,0.198821797,0.225699558,0.406111929
"Lumby VL (CSD, BC)",0,0,25,0,20,0,0,0,60,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,,0.162162162,0.111111111,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.226993865,0.165644172,0.190184049,0.417177914
"Coldstream DM (CSD, BC)",0,0,35,0,35,0,50,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,30,0,35,0,0,0,0,0,0,0,15,0,25,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,25,0,0.583333333,0.102803738,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,0.030379747,0.135443038,0.187341772,0.243037975,0.403797468
"Vernon CY (CSD, BC)",0,0,245,90,295,55,400,0,665,0,0,0,170,35,60,0,45,0,20,0,0,0,65,45,145,15,175,0,190,0,0,0,15,15,65,25,75,0,175,0,0,0,0,0,0,0,60,0,185,0,0,0,0,0,25,0,45,0,100,0,0.75,0.261055635,0.082666667,0,0,0.80952381,0.19047619,0,0,0,0.569832402,0.329608939,0.100558659,0,0,0,0.5,0.366666667,0.133333333,0,,,,,,,,,,,0.007267065,0.181936154,0.194653517,0.207889956,0.408253309
"North Okanagan B RDA (CSD, BC)",0,0,0,0,0,0,20,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.012711864,0.144067797,0.207627119,0.211864407,0.423728814
"North Okanagan C RDA (CSD, BC)",0,0,20,0,20,0,15,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.084745763,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.021084337,0.177710843,0.171686747,0.228915663,0.40060241
"North Okanagan D RDA (CSD, BC)",0,0,35,0,25,0,25,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,,0.325,0,0,0,,,,,,0.636363636,0,0.363636364,0,0,,,,,,,,,,,,,,,,0,0.193236715,0.183574879,0.217391304,0.405797101
"North Okanagan E RDA (CSD, BC)",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.714285714,0.636363636,0.423076923,0,,,,,,1,0,0,0,0,,,,,,0,1,0,0,0,,,,,,0,0.166666667,0.130952381,0.30952381,0.392857143
"Spallumcheen DM (CSD, BC)",0,0,20,0,15,0,30,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,,0.420289855,0.283333333,0.078947368,0,,,,,,0.64,0.36,0,0,0,0.272727273,0.727272727,0,0,0,0,0,0,1,0,,,,,,0,0.196581197,0.170940171,0.216524217,0.415954416
"Armstrong CY (CSD, BC)",0,0,30,20,35,0,45,0,70,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,,0.146341463,0,0,0,,,,,,0.727272727,0.272727273,0,0,0,,,,,,,,,,,,,,,,0,0.187214612,0.226027397,0.175799087,0.410958904
"Enderby CY (CSD, BC)",0,0,25,0,15,0,35,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,0.178571429,0,0,0,,,,,,0.636363636,0.363636364,0,0,0,,,,,,,,,,,,,,,,0,0.196491228,0.185964912,0.192982456,0.424561404
"North Okanagan F RDA (CSD, BC)",0,0,0,0,35,0,35,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,0,0.542372881,0.322033898,0.176470588,0,,,,,,0.766666667,0.233333333,0,0,0,0.375,0.625,0,0,0,0.5,0.5,0,0,0,,,,,,0.015384615,0.181538462,0.181538462,0.209230769,0.412307692
"Golden T (CSD, BC)",0,0,35,0,30,0,45,0,45,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0.217391304,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0,,,,,,,,,,,,,,,,0.00872093,0.200581395,0.194767442,0.209302326,0.386627907
"Columbia-Shuswap A RDA (CSD, BC)",0,0,25,25,35,20,0,0,45,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.409090909,0.285714286,0.084507042,0,,,,,,0.764705882,0.235294118,0,0,0,0.642857143,0.357142857,0,0,0,0,0,0,0,1,,,,,,0.010600707,0.155477032,0.222614841,0.250883392,0.360424028
"Revelstoke CY (CSD, BC)",0,0,0,0,45,0,70,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,25,0,35,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0.705882353,0.219047619,0,0,0,1,0,0,0,0,0.523809524,0.476190476,0,0,0,,,,,,,,,,,,,,,,0.025835866,0.159574468,0.180851064,0.247720365,0.386018237
"Columbia-Shuswap B RDA (CSD, BC)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.089285714,0.196428571,0.375,0.339285714
"Salmon Arm CY (CSD, BC)",0,0,75,20,140,0,150,0,315,0,0,0,70,20,35,0,25,0,0,0,0,0,0,0,75,0,50,0,105,0,0,0,0,0,0,0,50,0,75,0,0,0,0,0,20,0,0,0,75,0,0,0,0,0,0,0,0,0,55,0,0.727272727,0.339100346,0.031446541,0,0,1,0,0,0,0,0.785714286,0.142857143,0.040816327,0.030612245,0,0,0,0,1,0,,,,,,,,,,,0.006953224,0.182680152,0.201011378,0.198482933,0.410872314
"Columbia-Shuswap C RDA (CSD, BC)",0,0,15,0,50,0,75,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,25,0,40,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,25,0,1,0.315789474,0.02484472,0,0,1,0,0,0,0,0.794117647,0.205882353,0,0,0,,,,,,,,,,,,,,,,0.011795544,0.149410223,0.211009174,0.220183486,0.407601573
"Columbia-Shuswap D RDA (CSD, BC)",0,0,0,0,35,0,40,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,40,0,0.666666667,0.4375,0,0,0,,,,,,0.736842105,0.263157895,0,0,0,,,,,,,,,,,,,,,,0.018461538,0.147692308,0.203076923,0.203076923,0.427692308
"Columbia-Shuswap E RDA (CSD, BC)",0,0,0,0,0,0,60,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,,0.583333333,0.322580645,0.314285714,0,,,,,,1,0,0,0,0,0.444444444,0.555555556,0,0,0,0,1,0,0,0,,,,,,0,0.097560976,0.25203252,0.284552846,0.365853659
"Columbia-Shuswap F RDA (CSD, BC)",0,0,30,0,0,0,35,0,45,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.236363636,0.105263158,0.126984127,0,,,,,,0.692307692,0.307692308,0,0,0,0,1,0,0,0,,,,,,,,,,,0,0.183946488,0.190635452,0.210702341,0.414715719
"Sicamous DM (CSD, BC)",0,0,0,0,30,0,20,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.115384615,0,0,0,,,,,,0,1,0,0,0,,,,,,,,,,,,,,,,0.016393443,0.213114754,0.200819672,0.159836066,0.409836066
"One Hundred Mile House DM (CSD, BC)",0,0,20,0,20,0,35,0,90,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.470588235,0,0,0,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,0,0.192090395,0.192090395,0.214689266,0.401129944
"Williams Lake CY (CSD, BC)",0,0,190,50,240,25,280,0,485,0,0,0,125,15,65,0,25,0,15,0,0,0,35,0,105,0,115,0,140,0,0,0,20,0,40,0,65,0,120,0,0,0,0,0,25,0,50,0,100,0,0,0,0,0,0,0,25,0,105,0,1,0.187845304,0.05,0,0,1,0,0,0,0,0.4375,0.375,0.1875,0,0,0,0,0,1,0,,,,,,,,,,,0.006430868,0.193997856,0.192926045,0.196141479,0.410503751
"Cariboo D RDA (CSD, BC)",0,0,15,0,45,0,65,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,35,0,25,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0.428571429,0.121212121,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.029411765,0.138655462,0.18907563,0.264705882,0.378151261
"Cariboo E RDA (CSD, BC)",15,0,35,15,100,0,75,0,110,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,55,0,30,0,30,0,0,0,0,0,15,0,0,0,35,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,15,0,10,0,0.444444444,0.113207547,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,0.027272727,0.160606061,0.212121212,0.175757576,0.424242424
"Quesnel CY (CSD, BC)",10,0,110,65,150,0,95,0,270,0,10,0,70,40,20,0,0,0,15,0,0,0,30,15,80,0,45,0,75,0,0,0,0,0,25,0,30,0,50,0,0,0,0,0,20,0,0,0,55,0,0,0,0,0,0,0,0,0,75,0,0.777777778,0.384615385,0,0,0,1,0,0,0,0,0.852459016,0.147540984,0,0,0,,,,,,,,,,,,,,,,0.010044643,0.188616071,0.207589286,0.175223214,0.418526786
"Cariboo F RDA (CSD, BC)",0,0,25,0,40,0,60,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,25,0,55,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,0,0,0,15,0,0.75,0.391304348,0.185714286,0,0,1,0,0,0,0,0.708333333,0.291666667,0,0,0,0.363636364,0.636363636,0,0,0,,,,,,,,,,,0.021505376,0.185483871,0.188172043,0.201612903,0.403225806
"Cariboo G RDA (CSD, BC)",0,0,0,0,50,0,40,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,20,0,35,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,15,0,0.625,0.375,0.247524752,0.056074766,0,1,0,0,0,0,0.541666667,0.458333333,0,0,0,0.458333333,0.541666667,0,0,0,0,0,0,1,0,,,,,,0.017316017,0.138528139,0.218614719,0.231601732,0.393939394
"Cariboo H RDA (CSD, BC)",0,0,0,0,0,0,35,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259259259,0.451612903,0.2,0,,,,,,1,0,0,0,0,0.461538462,0.538461538,0,0,0,0,1,0,0,0,,,,,,0.029761905,0.160714286,0.18452381,0.238095238,0.386904762
"Cariboo L RDA (CSD, BC)",0,0,25,0,50,30,75,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,55,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344827586,0.298076923,0.101123596,0,,,,,,0.761904762,0.238095238,0,0,0,0.423076923,0.576923077,0,0,0,0,1,0,0,0,,,,,,0.009174312,0.133027523,0.23853211,0.20412844,0.415137615
"Cariboo A RDA (CSD, BC)",0,0,100,10,95,0,80,0,165,0,0,0,50,0,0,0,0,0,0,0,0,0,35,0,50,0,35,0,60,0,0,0,0,0,0,0,25,0,65,0,0,0,0,0,20,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.228915663,0,0,0,,,,,,0.555555556,0.333333333,0.111111111,0,0,,,,,,,,,,,,,,,,0.011857708,0.164031621,0.205533597,0.21541502,0.403162055
"Cariboo B RDA (CSD, BC)",0,0,25,15,20,0,40,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,30,0,0,0.24137931,0,0,0,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,0.01607717,0.186495177,0.183279743,0.209003215,0.405144695
"Wells DM (CSD, BC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cariboo C RDA (CSD, BC)",0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.35,0,0,0,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,0,0.185185185,0.240740741,0.240740741,0.333333333
"Cariboo I RDA (CSD, BC)",0,0,0,0,30,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.033333333,0.125,0.2,0.25,0.391666667
"Cariboo J RDA (CSD, BC)",0,0,0,0,0,0,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.545454545,0,0,0,,,,,,0,1,0,0,0,,,,,,,,,,,,,,,,0,0.2,0.127272727,0.327272727,0.345454545
