,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,  Households examined for core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status,    Households in core housing need status
,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        Without children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,        With children,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One-census-family household without additional persons: one-parent family,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One couple census family with other persons in the household,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,      One-census-family household with additional persons: one-parent family,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,    Multiple-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household,  Non-census-family household
