Geo_Code,2031 Population Growth Rate with income 20% or under of area median household income (AMHI),2031 Population Trend with income 20% or under of area median household income (AMHI),2031 Population Growth Rate with income 21% to 50% of AMHI,2031 Population Trend with income 21% to 50% of AMHI,2031 Population Growth Rate with income 51% to 80% of AMHI,2031 Population Trend with income 51% to 80% of AMHI,2031 Population Growth Rate with income 81% to 120% of AMHI,2031 Population Trend with income 81% to 120% of AMHI,2031 Population Growth Rate with income 121% or over of AMHI,2031 Population Trend with income 121% or over of AMHI,2031 Population Growth Rate 1pp HH,2031 Population Trend 1pp HH,2031 Population Growth Rate 2pp HH,2031 Population Trend 2pp HH,2031 Population Growth Rate 3pp HH,2031 Population Trend 3pp HH,2031 Population Growth Rate 4pp HH,2031 Population Trend 4pp HH,2031 Population Growth Rate 5pp HH,2031 Population Trend 5pp HH
1001,0.10515392597716204,4564.285714285679,0.16299829203055086,25777.85714285716,0.11924808412660469,23263.57142857148,0.06875849211615488,24159.28571428568,0.13864565974852014,53687.142857142724,0.23034263359270082,40884.28571428545,0.1808912690371597,52449.28571428545,0.01163098070314392,19134.999999999967,-0.039605845670488575,14410.714285714319,-0.13228517213336632,4572.8571428571595
1002,-0.5253456221197988,73.57142857143117,0.09953917050690492,1704.2857142857026,0.04366143240138129,1946.428571428576,-0.22654268808114225,1307.1428571428696,0.08270676691729295,3908.5714285714275,0.1829725829725838,2927.857142857145,0.13824884792626316,4587.1428571428405,-0.26759061833689163,981.4285714285652,-0.581488933601592,297.1428571428696,-0.5044642857142776,158.57142857143117
1003,-0.47058823529411764,45.0,0.11456859971710517,1125.7142857142762,-0.15834767641996098,1047.8571428571486,-0.1504373177842502,1040.7142857142935,0.013577331759148546,2452.8571428571395,0.19333333333332847,1789.9999999999927,0.07464162135442179,3105.714285714279,-0.3820047355959004,559.2857142857101,-0.5321100917431059,255.00000000000728,0,0
1004,-0.6300366300366034,72.14285714286234,0.0896703296703244,1770.7142857142771,0.07763105242096577,1923.571428571424,0.024809923969586523,1829.285714285712,0.07417218543046358,4055.0,0.24238320920783932,3932.1428571428114,0.11147042039185433,4173.571428571413,-0.23887587822014136,928.5714285714275,-0.38229376257545417,438.57142857142753,-0.41935483870966567,180.00000000000364
1005,-0.05254515599343245,412.1428571428569,0.1612180922525646,3704.285714285681,0.10140845070422945,3910.0000000000146,0.010989010989010693,3548.5714285714275,0.11120970127180962,8050.714285714261,0.28736581337737566,6681.42857142858,0.1269197334106045,8333.57142857142,-0.07690348866819603,2589.28571428571,-0.20665362035225732,1447.8571428571304,-0.20579420579420288,567.8571428571449
1006,0.04915514592933319,487.85714285713993,0.1311475409836039,3104.9999999999927,0.11969111969111719,3728.5714285714203,0.06424344885883071,3597.142857142848,0.13695937090432123,7435.714285714261,0.28160556257901115,5792.85714285713,0.1695088328397758,8180.714285714232,-0.06467941507311709,2375.7142857142826,-0.17286914765905897,1476.4285714285797,-0.16027874564460945,516.4285714285652
1007,-0.8628571428571012,34.28571428572468,0.07659574468084526,2529.9999999999864,0.08250108554059732,3561.428571428565,-0.05396290050590097,2805.0000000000036,0.08067788518916373,6467.857142857145,0.20670995670996195,4778.571428571449,0.11838527504706432,7638.571428571449,-0.20947802197802398,1644.2857142857101,-0.34920634920635063,937.1428571428551,-0.25,390.0
1008,-0.6507936507936393,94.2857142857174,0.09261501210653073,2578.5714285714125,0.07152419200611916,4002.142857142855,-0.28001037075446483,1983.5714285714494,0.0844363304427189,6788.57142857142,0.2135338345864607,4611.428571428551,0.10862800565770699,8397.85714285713,-0.3066841415465364,1511.4285714285506,-0.5584905660377139,585.0000000000291,-0.32611832611832087,333.57142857143117
1009,-0.8095238095238124,17.142857142856883,0.056895485466907404,1220.714285714278,-0.04008221993833084,1334.2857142857201,-0.23208191126279368,1125.0000000000073,0.04686617730095806,2648.571428571424,0.16890756302521315,1987.1428571428623,0.09967845659163987,3420.0,-0.3366336633663222,670.0000000000146,-0.6083743842364316,227.14285714286962,-0.7639751552794579,54.28571428572468
1010,0.15126050420167944,489.28571428571377,0.11726384364820847,1715.0,-0.06962025316455293,1470.0000000000064,0.047860768672946995,2064.2857142857056,0.07018992568125576,3702.857142857145,0.19863945578231887,2517.1428571428696,0.11462037230704691,3806.428571428565,-0.029084687767322964,1621.4285714285706,-0.14007782101167882,1104.9999999999927,-0.19142857142857975,404.2857142857101
1011,-0.28571428571428137,10.71428571428578,0.2232142857142776,195.71428571428442,0.10582010582010197,149.28571428571377,0.018433179723501048,157.85714285714266,0.1541950113378623,363.5714285714266,0.2285714285714251,184.28571428571377,0.2996515679442471,266.42857142857065,0.07619047619047176,161.42857142857076,0.2232142857142776,195.71428571428442,-0.3850931677018588,70.71428571428623
1101,-0.11428571428570519,155.0000000000016,0.0347637153720794,1360.7142857142844,0.056390977443609366,1605.7142857142862,-0.09712399811409815,1367.8571428571413,0.06434573829531848,3166.4285714285725,0.13818860877684316,2612.142857142855,0.13048750909531753,3329.28571428571,-0.13702623906705486,845.7142857142862,-0.23191094619664968,591.4285714285797,-0.4438280166435486,286.42857142857247
1102,0.20066445182723625,1290.714285714279,0.174299384825694,7362.857142857101,0.14213407705815334,7897.85714285713,0.12105636299184738,9035.71428571429,0.14255806998304557,16372.857142857043,0.20928809410485277,12703.571428571478,0.17857142857142733,15887.14285714284,0.09175481075570208,6119.28571428571,0.0433562071116654,4778.5714285714275,-0.008693132425381417,2443.571428571435
