,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing,    Not subsidized housing
,Total - Private households by Household income as a proportion to Area Median Household Income (AMHI)_1,Total - Private households by Household income as a proportion to Area Median Household Income (AMHI)_1,Total - Private households by Household income as a proportion to Area Median Household Income (AMHI)_1,  Households with household income 20% or under of area median household income (AMHI),  Households with household income 20% or under of area median household income (AMHI),  Households with household income 20% or under of area median household income (AMHI),  Households with household income 21% to 50% of AMHI,  Households with household income 21% to 50% of AMHI,  Households with household income 21% to 50% of AMHI,  Households with household income 51% to 80% of AMHI,  Households with household income 51% to 80% of AMHI,  Households with household income 51% to 80% of AMHI,  Households with household income 81% to 120% of AMHI,  Households with household income 81% to 120% of AMHI,  Households with household income 81% to 120% of AMHI,  Households with household income 121% and over of AMHI,  Households with household income 121% and over of AMHI,  Households with household income 121% and over of AMHI,Total - Private households by Household income as a proportion to Area Median Household Income (AMHI)_1,Total - Private households by Household income as a proportion to Area Median Household Income (AMHI)_1,Total - Private households by Household income as a proportion to Area Median Household Income (AMHI)_1,  Households with household income 20% or under of area median household income (AMHI),  Households with household income 20% or under of area median household income (AMHI),  Households with household income 20% or under of area median household income (AMHI),  Households with household income 21% to 50% of AMHI,  Households with household income 21% to 50% of AMHI,  Households with household income 21% to 50% of AMHI,  Households with household income 51% to 80% of AMHI,  Households with household income 51% to 80% of AMHI,  Households with household income 51% to 80% of AMHI,  Households with household income 81% to 120% of AMHI,  Households with household income 81% to 120% of AMHI,  Households with household income 81% to 120% of AMHI,  Households with household income 121% and over of AMHI,  Households with household income 121% and over of AMHI,  Households with household income 121% and over of AMHI
Geography,Total - Private Households by core housing need status  ,  Households examined for core housing need status,    Households in core housing need status,Total - Private Households by core housing need status  ,  Households examined for core housing need status,    Households in core housing need status,Total - Private Households by core housing need status  ,  Households examined for core housing need status,    Households in core housing need status,Total - Private Households by core housing need status  ,  Households examined for core housing need status,    Households in core housing need status,Total - Private Households by core housing need status  ,  Households examined for core housing need status,    Households in core housing need status,Total - Private Households by core housing need status  ,  Households examined for core housing need status,    Households in core housing need status,Total - Private Households by core housing need status  ,  Households examined for core housing need status,    Households in core housing need status,Total - Private Households by core housing need status  ,  Households examined for core housing need status,    Households in core housing need status,Total - Private Households by core housing need status  ,  Households examined for core housing need status,    Households in core housing need status,Total - Private Households by core housing need status  ,  Households examined for core housing need status,    Households in core housing need status,Total - Private Households by core housing need status  ,  Households examined for core housing need status,    Households in core housing need status,Total - Private Households by core housing need status  ,  Households examined for core housing need status,    Households in core housing need status
Squamish-Lillooet (5931) 00010 ( 15.1%),690,675,210,95,90,60,220,215,110,150,150,40,135,135,0,90,90,0,5470,5230,935,350,155,115,1035,1000,520,1345,1335,290,1260,1260,0,1475,1475,0
Thompson-Nicola (5933) 00000 (  6.3%),1780,1720,755,135,80,65,1180,1175,645,240,240,55,115,115,0,115,115,0,12970,12530,2535,530,155,105,3650,3585,2040,3110,3110,360,2840,2840,30,2835,2835,0
Central Okanagan (5935) 00000 (  5.2%),2580,2510,935,150,100,55,1545,1535,840,450,450,45,265,265,0,160,160,0,23755,22440,3500,1245,355,185,6010,5600,2955,5915,5890,355,5545,5540,0,5055,5055,0
North Okanagan (5937) 00000 (  4.4%),1100,1080,245,30,20,0,775,765,215,160,160,20,90,90,0,40,40,0,8315,8000,1160,285,125,90,2425,2285,780,2140,2125,260,1820,1820,25,1645,1645,0
Columbia-Shuswap (5939) 00000 (  7.5%),550,550,185,20,20,20,355,355,160,90,90,0,35,35,0,45,45,0,4265,4150,685,145,65,40,1160,1120,550,965,965,75,865,865,20,1130,1130,0
Cariboo (5941) 00000 (  5.2%),805,800,210,15,15,15,435,430,185,175,175,0,120,120,0,60,60,0,5170,5085,740,155,75,65,1315,1310,515,1260,1260,150,1165,1165,20,1280,1280,0
Mount Waddington (5943) 00000 (  8.7%),80,75,20,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,1080,1050,165,40,0,0,300,300,145,285,285,10,175,175,10,280,280,0
Central Coast (5945) 00000 (  6.7%),45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,105,105,35,0,0,0,30,30,20,25,25,15,25,25,0,20,20,0
Skeena-Queen Charlotte (5947) 00010 ( 10.0%),305,300,60,25,20,10,140,140,50,60,60,0,45,45,0,40,40,0,2065,2015,295,125,80,70,470,460,200,495,495,20,480,480,0,495,495,0
Kitimat-Stikine (5949) 00000 (  6.0%),535,525,145,75,65,20,270,270,110,80,80,0,45,45,0,60,60,0,2660,2610,425,135,95,75,600,595,275,625,625,70,665,665,0,635,635,0
Bulkley-Nechako (5951) 00010 ( 11.0%),300,290,110,20,0,0,155,155,95,55,55,0,45,45,0,25,25,0,2820,2740,440,160,80,60,825,820,340,680,680,35,620,620,0,535,535,0
Fraser-Fort George (5953) 00000 (  5.8%),1290,1270,450,185,165,85,735,725,365,220,220,0,80,80,0,75,75,0,9915,9660,1425,635,405,345,2760,2740,1070,2505,2505,0,2170,2170,0,1845,1845,0
Peace River (5955) 00000 (  9.7%),715,710,180,100,95,40,390,390,135,110,110,0,80,80,0,45,45,0,7005,6835,890,370,215,185,1835,1820,660,1615,1615,50,1615,1615,0,1565,1565,0
Stikine (5957) 01010 ( 17.2%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,35,35,10,0,0,0,10,10,0,0,0,0,10,10,0,10,10,0
Northern Rockies (5959) 01010 ( 15.8%),50,50,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,480,470,0,0,0,0,145,145,0,135,135,0,75,75,0,115,115,0
Yukon (6001) 00010 ( 10.5%),1320,1295,410,145,120,100,620,620,260,215,215,50,175,175,10,170,170,0,4185,4120,855,205,155,130,955,945,550,1085,1085,135,960,960,30,980,980,0
Region 1 (6101) 01010 ( 15.8%),565,560,155,70,65,30,200,200,65,115,115,40,85,85,20,95,95,0,965,950,170,60,40,30,155,150,85,155,155,40,220,220,10,375,375,0
Region 2 (6102) 01010 ( 18.8%),220,220,50,20,20,10,65,65,25,45,45,15,40,40,0,50,50,0,250,250,35,10,0,0,40,40,15,60,60,20,65,65,0,90,90,0
Region 3 (6103) 01010 ( 17.6%),150,150,45,25,15,10,50,50,25,25,25,10,20,20,0,40,40,0,190,185,25,10,0,0,30,30,20,35,35,0,50,50,0,70,70,0
Region 4 (6104) 01010 ( 19.8%),230,225,55,10,15,0,75,75,25,50,50,20,35,35,10,55,55,0,270,270,55,15,15,10,45,45,20,40,40,20,60,60,0,105,105,0
Region 5 (6105) 01010 ( 12.8%),290,290,55,30,25,10,125,125,35,70,70,10,30,30,0,30,30,0,560,545,65,30,15,0,120,120,45,95,95,10,165,165,0,150,150,0
Region 6 (6106) 00000 (  5.9%),730,715,185,120,105,55,295,295,110,135,130,15,125,125,0,65,65,0,2575,2510,405,130,75,55,550,550,300,640,640,50,700,700,0,545,545,0
Qikiqtaaluk (6204) 02020 ( 24.1%),3805,3765,1330,310,275,125,715,715,405,730,730,440,895,895,325,1150,1150,25,670,640,150,35,10,10,75,70,45,100,100,50,175,175,40,280,280,0
Kivalliq (6205) 01010 ( 16.9%),1870,1850,815,145,125,65,385,375,245,360,360,260,385,385,195,595,595,55,280,275,85,15,0,0,30,30,25,50,50,30,55,55,20,130,130,0
Kitikmeot (6208) 01020 ( 22.7%),1205,1205,525,65,65,25,265,265,140,235,235,140,255,255,160,395,395,60,175,175,40,10,0,0,20,20,10,20,20,10,30,30,10,100,100,10
  Northwest Territories (61) 00010 ( 10.8%),2190,2150,540,265,235,95,800,800,290,405,400,105,355,355,45,360,360,0,4820,4710,760,255,155,95,920,910,465,1085,1085,150,1270,1270,40,1290,1290,10
    Tsiigehtchic CC (6101010) 05959 ( 93.2%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Paulatuk HAM (6101014) 01010 ( 14.8%),40,40,10,0,0,0,10,10,0,10,10,10,10,10,0,10,10,0,25,25,10,0,0,0,0,0,0,10,10,0,15,15,0,10,10,0
    Fort McPherson HAM (6101015) 00000 (  8.6%),20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,125,125,60,0,0,0,35,35,25,35,35,25,20,20,10,35,35,0
    Inuvik T (6101017) 01010 ( 14.1%),185,185,30,30,30,0,85,85,25,25,25,0,30,30,0,20,20,0,620,600,50,40,25,15,70,70,30,125,125,0,165,165,0,215,215,0
    Aklavik HAM (6101025) 00000 (  6.9%),85,80,30,10,0,0,30,30,15,10,10,0,15,15,10,25,25,10,70,70,30,0,0,0,10,10,10,15,15,10,15,15,10,30,30,0
    Tuktoyaktuk HAM (6101036) 00010 ( 18.2%),135,130,55,10,0,0,50,50,25,30,30,15,20,20,10,25,25,0,65,65,10,0,0,0,10,10,0,0,0,0,15,15,0,40,40,0
    Sachs Harbour HAM (6101041) 02929 ( 26.3%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"    Region 1, Unorganized NO (6101063) 09999 (  0.0%)",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Ulukhaktok HAM (6101095) 01010 ( 17.2%),70,70,20,10,0,0,15,15,10,15,15,0,15,15,10,20,20,0,35,35,0,0,0,0,0,0,0,10,10,0,10,10,10,20,20,0
    Déline CC (6102003) 02020 ( 25.3%),75,75,20,0,0,0,30,30,15,15,15,10,20,20,0,10,10,0,45,40,10,0,0,0,0,0,0,10,10,0,10,10,0,20,20,0
    Tulita HAM (6102005) 01020 ( 20.1%),55,55,15,0,0,0,15,15,10,10,10,0,0,0,0,15,15,0,35,35,10,0,0,0,10,10,0,10,10,10,15,15,0,10,10,0
    Norman Wells T (6102007) 02020 ( 22.3%),55,55,0,15,15,0,10,10,0,10,10,0,10,10,0,20,20,0,95,95,0,0,0,0,10,10,0,30,30,0,25,25,0,30,30,0
    Fort Good Hope CC (6102009) 00000 (  9.7%),35,35,10,0,0,0,10,10,0,10,10,0,10,10,0,15,15,0,75,75,15,0,0,0,15,15,0,15,15,10,15,15,10,25,25,0
    Colville Lake SET (6102012) 00909 (  0.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"    Region 2, Unorganized NO (6102063) 09999 (  0.0%)",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Behchokò CG (6103031) 01010 ( 17.2%),120,115,35,15,15,10,35,35,15,20,20,10,15,15,0,35,35,0,125,120,20,0,0,0,20,20,15,20,20,0,35,35,0,45,45,0
    Whatì CG (6103034) 01010 ( 11.2%),20,25,0,0,0,0,10,10,0,0,0,0,10,10,0,10,10,0,45,45,10,0,0,0,0,0,0,10,10,0,10,10,0,20,20,0
    Gamètì CG (6103049) 02020 ( 29.3%),10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    Wekweètì CG (6103052) 02929 ( 24.1%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"    Region 3, Unorganized NO (6103097) 09999 (  0.0%)",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Kakisa SET (6104005) 09999 ( 14.3%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Sambaa K’e SET (6104006) 05959 (100.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Fort Liard HAM (6104009) 00010 ( 12.9%),50,50,10,0,0,0,10,10,0,10,10,0,10,10,0,20,20,0,30,30,0,0,0,0,0,0,0,0,0,0,10,10,0,15,15,0
    Nahanni Butte SET (6104010) 00909 (  3.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Jean Marie River SET (6104013) 00909 (  6.1%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Fort Providence HAM (6104014) 00010 ( 13.3%),80,80,15,0,0,0,35,35,10,20,20,0,10,10,0,15,15,0,60,60,10,0,0,0,10,10,10,10,10,10,20,20,0,20,20,0
    Fort Simpson VL (6104038) 01010 ( 19.7%),80,80,20,15,15,10,25,25,10,20,20,10,10,10,0,15,15,0,140,140,25,0,0,0,25,25,20,25,25,10,30,30,0,45,45,0
    Wrigley SET (6104044) 01919 ( 19.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"    Region 4, Unorganized NO (6104097) 09999 ( 23.1%)",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Fort Smith T (6105001) 00000 (  6.4%),100,95,15,10,10,0,40,40,15,25,25,10,10,10,0,10,10,0,230,220,30,10,0,0,40,40,20,45,45,0,75,75,0,60,60,0
    Enterprise HAM (6105003) 00909 (  6.1%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Hay River T (6105016) 00000 (  7.5%),130,130,15,30,30,10,60,60,10,15,15,0,15,15,0,10,10,0,255,245,20,20,15,0,60,60,20,45,45,0,60,60,0,65,65,0
    Fort Resolution HAM (6105018) 01020 ( 21.0%),50,50,15,0,0,0,15,15,0,10,10,0,10,10,10,10,10,0,40,40,10,0,0,0,10,10,0,10,10,0,0,0,0,20,20,0
    Lutselk'e SET (6105020) 05050 (100.0%),10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0
    Reliance SET (6105026) 09999 (  0.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"    Region 5, Unorganized NO (6105097) 09999 ( 14.3%)",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Dettah SET (6106021) 00909 (  8.9%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Yellowknife CY (6106023) 00000 (  5.7%),695,680,170,105,90,50,280,280,105,130,125,15,120,120,0,60,60,0,2545,2480,400,125,65,55,540,540,295,635,635,50,695,695,0,540,540,0
"    Region 6, Unorganized NO (6106097) 01010 ( 18.2%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Yukon (60) 00010 ( 10.5%),1325,1295,410,160,135,95,585,585,245,210,210,45,165,165,15,205,205,10,4185,4125,850,190,140,125,980,970,570,1085,1085,90,965,965,50,970,970,25
    Watson Lake T (6001003) 01020 ( 29.7%),110,110,25,0,0,0,25,25,0,25,25,10,20,20,0,35,35,0,120,120,35,0,0,0,30,25,15,30,30,0,20,20,10,40,40,0
    Faro T (6001004) 01010 ( 11.0%),25,25,10,0,0,0,10,10,0,0,0,0,10,10,10,10,10,0,45,45,10,0,0,0,10,10,10,10,10,0,10,10,0,20,20,0
    Teslin VL (6001006) 01929 ( 28.6%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Teslin Post 13 SG (6001007) 09999 ( 30.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Carcross 4 SG (6001008) 09999 ( 12.5%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Whitehorse CY (6001009) 00000 (  6.4%),800,780,280,140,115,80,420,420,190,115,115,20,75,75,0,50,50,0,2890,2845,520,140,100,95,665,655,390,785,785,40,670,670,0,625,625,0
    Lake Laberge 1 SG (6001010) 09999 ( 30.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Carmacks VL (6001012) 01010 ( 12.2%),40,40,10,0,0,0,10,10,0,10,10,0,10,10,0,0,0,0,55,55,10,0,0,0,15,15,0,10,10,0,10,10,0,20,20,0
    Haines Junction VL (6001018) 00020 ( 20.9%),10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,55,55,20,0,0,0,20,20,15,15,15,0,0,0,0,20,20,0
    Mayo VL (6001022) 00909 (  5.6%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Dawson T (6001029) 00010 ( 16.6%),140,140,30,0,0,0,45,45,0,25,25,0,15,15,0,55,55,0,240,240,70,0,0,0,75,75,40,45,45,0,65,65,10,60,60,0
    Moosehide Creek 2 SG (6001031) 09999 (  0.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Upper Liard SÉ (6001032) 00939 ( 32.7%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Tagish SÉ (6001036) 00000 (  3.7%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0
    Ross River SÉ (6001037) 02020 ( 27.5%),15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0
    Burwash Landing SÉ (6001039) 00939 ( 31.8%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Pelly Crossing SÉ (6001041) 00040 ( 45.3%),10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
    Beaver Creek SÉ (6001042) 01929 ( 20.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Old Crow SÉ (6001043) 00959 ( 62.9%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Mt. Lorne HAM (6001044) 00000 (  8.5%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,20,0,0,0,25,25,20,0,0,0,0,0,0,0,0,0
"    Yukon, Unorganized NO (6001045) 00010 ( 18.1%)",25,25,10,0,0,0,0,0,0,0,0,0,10,10,0,10,10,0,140,140,35,0,0,0,30,30,25,30,30,10,35,35,10,45,45,0
    Swift River SÉ (6001046) 09999 (  0.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Johnsons Crossing SÉ (6001047) 09999 (  0.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Carcross SÉ (6001048) 01010 ( 12.5%),25,25,15,0,0,0,10,10,0,10,10,0,0,0,0,10,10,0,55,55,35,0,0,0,10,10,10,10,10,10,15,15,10,20,20,0
    Destruction Bay SÉ (6001049) 00999 ( 12.5%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Stewart Crossing SÉ (6001050) 09999 ( 20.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Keno Hill SÉ (6001052) 09999 (  0.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Ibex Valley HAM (6001055) 00010 ( 10.7%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,20,0,0,0,20,20,0,40,40,0,0,0,0,0,0,0
    Teslin TL (6001057) 09999 (  0.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
    Marsh Lake NO (6001058) 00010 ( 14.6%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    Macpherson-Grizzly Valley NO (6001059) 00010 ( 16.2%),45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,215,30,25,0,0,30,30,20,50,50,0,70,70,0,50,50,0
"    Whitehorse, Unorganized NO (6001060) 00010 ( 15.4%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,20,20,0,15,15,0,0,0,0,20,20,0
    North Slope NO (6001065) 09999 (  0.0%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
  New Brunswick (13) 00000 (  4.2%),11575,11330,2420,2325,2115,1020,5445,5405,1245,1990,1990,130,1315,1315,0,500,500,0,76025,74545,9555,3160,1920,1555,19895,19665,7080,21865,21855,905,17485,17485,10,13615,13615,0
  Saint Martins P (1301001) 00000 (  5.9%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0
  St. Martins VL (1301002) 01019 ( 13.5%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
  Simonds P (1301004) 00000 (  3.5%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,20,20,0,25,25,0,20,20,0,15,15,0
  Saint John C (1301006) 00000 (  6.0%),2355,2310,450,520,485,225,1095,1085,220,395,395,0,265,265,0,80,80,0,12135,11895,1515,480,260,215,2665,2645,1220,3455,3455,85,2940,2940,0,2595,2595,0
  Musquash P (1301016) 00000 (  6.2%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Grand Manan P (1302001) 01929 ( 22.2%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
  Campobello Island RCR (1302004) 00010 ( 10.5%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  West Isles P (1302006) 00000 (  5.7%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0
  Lepreau P (1302008) 01000 (  8.2%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Pennfield P (1302011) 00000 (  2.5%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,105,0,0,0,0,25,25,0,40,40,0,25,25,0,20,20,0
  Blacks Harbour VL (1302012) 00000 (  2.2%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,65,0,0,0,0,0,0,0,20,20,0,15,15,0,15,15,0
  Clarendon P (1302014) 01909 (  7.7%),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
  Saint George P (1302016) 00000 (  4.5%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,70,0,0,0,0,0,0,0,25,25,0,20,20,0,15,15,0
  St. George TV (1302018) 00000 (  2.8%),40,40,15,0,0,0,25,25,15,0,0,0,0,0,0,0,0,0,150,150,50,0,0,0,50,50,45,50,50,0,20,20,0,30,30,0
  Saint Patrick P (1302021) 00000 (  5.5%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Saint Andrews P (1302024) 00000 (  2.7%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Saint Andrews TV (1302026) 00000 (  4.5%),25,25,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,220,220,30,20,20,0,50,50,25,65,65,0,60,60,0,30,30,0
  Saint Croix P (1302028) 00000 (  6.2%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Dufferin P (1302031) 00000 (  5.0%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Saint Stephen P (1302034) 00000 (  1.1%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  St. Stephen TV (1302037) 00000 (  1.6%),105,95,30,30,25,0,40,40,15,25,25,0,0,0,0,0,0,0,705,695,75,20,0,0,155,155,60,220,220,0,175,175,0,135,135,0
  Saint James P (1302039) 00000 (  4.4%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Saint David P (1302042) 00000 (  3.1%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,20,20,0,0,0,0,0,0,0,20,20,0
  Dumbarton P (1302044) 00000 (  2.6%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Grand Manan VL (1302052) 00000 (  3.8%),30,30,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,230,230,45,0,0,0,65,65,40,75,75,0,55,55,0,35,35,0
